"通し
No",区分,分類,"分類別
No",名前,データのURL,"データ
形式",説明,公開ウェブページ,公表組織名,連絡先,更新頻度,対象地域
92,産業,商品,7,概況品コード表（輸入）,http://www.customs.go.jp/toukei/sankou/code/GH201401i.html,html,外国貿易等に関する統計に使用するコード,http://www.customs.go.jp/toukei/sankou/code/code.htm,財務省,財務省関税局,不定期,
93,産業,勘定科目,1,勘定科目コード(JISX0406) ,※リンク不可,pdf,0,http://www.jisc.go.jp/app/pager?id=31259&%23jps.JPSH0090D:JPSO0023:/JPS/JPSO0090.jsp=&AKKNB_vJISJISNO=X0406,,,不定期,
94,産業,分野・資格,1,分野・資格コード表,http://www.mhlw.go.jp/bunya/nouryoku/kyouiku/dl/03f.pdf,pdf,教育訓練給付制度に係る分野・資格コード,http://www.mhlw.go.jp/bunya/nouryoku/kyouiku/,厚生労働省,厚生労働省職業能力開発局育成支援課,不定期,
95,産業,分野・資格,2,免許・資格コード一覧,https://www.hellowork.go.jp/info/license_list03.html#sikaku_top_10,html,ハローワークで使用する免許・資格コード一覧,https://www.hellowork.go.jp/info/license_list01.html,厚生労働省,厚生労働省職業安定局,不定期,
96,産業,農業,1,農業地域コード,http://www.data.go.jp/data/storage/f/2013-12-17T00%3A32%3A07.256Z/maff13code_88.xlsx,xls,農林業センサスに使用する農業地域コード,http://www.maff.go.jp/j/tokei/census/afc/2000/area.html,農林水産省,農林水産省大臣官房統計部経営・構造統計課センサス統計室,不定期,
97,産業,農業,2,農業地域類型区分コード,http://www.maff.go.jp/j/tokei/census/afc/2010/other/tiiki_ruikei.xls,xls,市区町村ごとに、農業地域類型を設定したもの,http://www.maff.go.jp/j/tokei/chiiki_ruikei/setsumei.html,農林水産省,農林水産省大臣官房統計部管理課,不定期,
98,産業,特定排出者コード,1,特定排出者コード（環境省所管）,http://ghg-santeikohyo.env.go.jp/files/result/h23/result-a.xlsx,xls,「温室効果ガス排出量　算定・報告・公表制度」ＨＰ内に、集計結果として報告のあった対象事業者の特定排出者コード・事業者名を掲載して公表　,http://ghg-santeikohyo.env.go.jp/result,環境省,環境省,不定期,
99,交通,港・空港,1,港符号表,http://www.customs.go.jp/toukei/sankou/dgorder/a3.htm,html,外国貿易等に関する統計に使用するコード,http://www.customs.go.jp/toukei/sankou/dgorder/ts_dg_or.htm,財務省,財務省関税局,不定期,
100,交通,港・空港,2,港コード(畜産物が輸入可能な港),http://www.maff.go.jp/aqs/tetuzuki/system/other/naccs_an4.xls,xls,NACCS（動物検疫関連業務）で使用する各種コード,http://www.maff.go.jp/aqs/tetuzuki/system/anipas_code.html,農林水産省,農林水産省動物検疫所,不定期,
101,交通,港・空港,3,港コード(動物の輸入が可能な港),http://www.maff.go.jp/aqs/tetuzuki/system/other/naccs_an13.xls,xls,NACCS（動物検疫関連業務）で使用する各種コード,http://www.maff.go.jp/aqs/tetuzuki/system/anipas_code.html,農林水産省,農林水産省動物検疫所,不定期,
102,医療,医科,1,"医療機関番号（北海道）
医科（札幌市内）",http://kouseikyoku.mhlw.go.jp/hokkaido/gyomu/gyomu/hoken_kikan/documents/area-ika01.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/hokkaido/gyomu/gyomu/hoken_kikan/zentai_ichiran.html,厚生労働省,北海道厚生局 医療課,不定期,北海道
103,医療,医科,2,"医療機関番号（北海道）
医科（函館市、小樽市、旭川市）",http://kouseikyoku.mhlw.go.jp/hokkaido/gyomu/gyomu/hoken_kikan/documents/area-ika02.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/hokkaido/gyomu/gyomu/hoken_kikan/zentai_ichiran.html,厚生労働省,北海道厚生局 医療課,不定期,北海道
104,医療,医科,3,"医療機関番号（北海道）
医科（上記以外の市町村）",http://kouseikyoku.mhlw.go.jp/hokkaido/gyomu/gyomu/hoken_kikan/documents/area-ika03.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/hokkaido/gyomu/gyomu/hoken_kikan/zentai_ichiran.html,厚生労働省,北海道厚生局 医療課,不定期,北海道
105,医療,医科,4,"医療機関番号（東北）
医科（青森県）",http://kouseikyoku.mhlw.go.jp/tohoku/gyomu/gyomu/hoken_kikan/documents/shitei-aomori-ika.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/tohoku/gyomu/gyomu/hoken_kikan/itiran.html,厚生労働省,東北厚生局 医療課,不定期,青森県
106,医療,医科,5,"医療機関番号（東北）
医科（岩手県）",http://kouseikyoku.mhlw.go.jp/tohoku/gyomu/gyomu/hoken_kikan/documents/shitei-iwate-ika.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/tohoku/gyomu/gyomu/hoken_kikan/itiran.html,厚生労働省,東北厚生局 医療課,不定期,岩手県
107,医療,医科,6,"医療機関番号（東北）
医科（宮城県）",http://kouseikyoku.mhlw.go.jp/tohoku/gyomu/gyomu/hoken_kikan/documents/shitei-miyagi-ika.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/tohoku/gyomu/gyomu/hoken_kikan/itiran.html,厚生労働省,東北厚生局 医療課,不定期,宮城県
108,医療,医科,7,"医療機関番号（東北）
医科（秋田県）",http://kouseikyoku.mhlw.go.jp/tohoku/gyomu/gyomu/hoken_kikan/documents/shitei-akita-ika.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/tohoku/gyomu/gyomu/hoken_kikan/itiran.html,厚生労働省,東北厚生局 医療課,不定期,秋田県
109,医療,医科,8,"医療機関番号（東北）
医科（山形県）",http://kouseikyoku.mhlw.go.jp/tohoku/gyomu/gyomu/hoken_kikan/documents/shitei-yamagata-ika.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/tohoku/gyomu/gyomu/hoken_kikan/itiran.html,厚生労働省,東北厚生局 医療課,不定期,山形県
110,医療,医科,9,"医療機関番号（東北）
医科（福島県）",http://kouseikyoku.mhlw.go.jp/tohoku/gyomu/gyomu/hoken_kikan/documents/shitei-fukushima-ika.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/tohoku/gyomu/gyomu/hoken_kikan/itiran.html,厚生労働省,東北厚生局 医療課,不定期,福島県
111,医療,医科,10,"医療機関番号（関東信越）
医科（埼玉県）",http://kouseikyoku.mhlw.go.jp/kantoshinetsu/gyomu/bu_ka/shido_kansa/documents/shitei_shido_kansa_ika.xls,xls,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/kantoshinetsu/gyomu/bu_ka/shido_kansa/index.html,厚生労働省,関東信越厚生局 指導監査課,不定期,埼玉県
112,医療,医科,11,"医療機関番号（関東信越）
医科（茨城県）",http://kouseikyoku.mhlw.go.jp/kantoshinetsu/gyomu/bu_ka/ibaraki/documents/shitei_ibaraki_ika.xls,xls,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/kantoshinetsu/gyomu/bu_ka/ibaraki/index.html,厚生労働省,関東信越厚生局 茨城事務所,不定期,茨城県
113,医療,医科,12,"医療機関番号（関東信越）
医科（栃木県）",http://kouseikyoku.mhlw.go.jp/kantoshinetsu/gyomu/bu_ka/tochigi/documents/2shitei_tochigi_ika.xls,xls,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/kantoshinetsu/gyomu/bu_ka/tochigi/index.html,厚生労働省,関東信越厚生局 栃木事務所,不定期,栃木県
114,医療,医科,13,"医療機関番号（関東信越）
医科（群馬県）",http://kouseikyoku.mhlw.go.jp/kantoshinetsu/gyomu/bu_ka/gunma/documents/shitei-gunma-ika.xls,xls,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/kantoshinetsu/gyomu/bu_ka/gunma/index.html,厚生労働省,関東信越厚生局 群馬事務所,不定期,群馬県
115,医療,医科,14,"医療機関番号（関東信越）
医科（千葉県）",http://kouseikyoku.mhlw.go.jp/kantoshinetsu/gyomu/bu_ka/chiba/documents/shitei_chiba_ika.xls,xls,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/kantoshinetsu/gyomu/bu_ka/chiba/index.html,厚生労働省,関東信越厚生局 千葉事務所,不定期,千葉県
116,医療,医科,15,"医療機関番号（関東信越）
医科１（東京県）",http://kouseikyoku.mhlw.go.jp/kantoshinetsu/gyomu/bu_ka/tokyo/documents/shitei_tokyo_ika1.xls,xls,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/kantoshinetsu/gyomu/bu_ka/tokyo/index.html,厚生労働省,関東信越厚生局 東京事務所,不定期,東京都
117,医療,医科,16,"医療機関番号（関東信越）
医科２（東京県）",http://kouseikyoku.mhlw.go.jp/kantoshinetsu/gyomu/bu_ka/tokyo/documents/shitei_tokyo_ika2.xls,xls,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/kantoshinetsu/gyomu/bu_ka/tokyo/index.html,厚生労働省,関東信越厚生局 東京事務所,不定期,東京都
118,医療,医科,17,"医療機関番号（関東信越）
医科（神奈川県）",http://kouseikyoku.mhlw.go.jp/kantoshinetsu/gyomu/bu_ka/kanagawa/documents/shitei_kanagawa_ika.xls,xls,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/kantoshinetsu/gyomu/bu_ka/kanagawa/index.html,厚生労働省,関東信越厚生局 神奈川事務所,不定期,神奈川県
119,医療,医科,18,"医療機関番号（関東信越）
医科併設（神奈川県）",http://kouseikyoku.mhlw.go.jp/kantoshinetsu/gyomu/bu_ka/kanagawa/documents/shitei_kanagawa_ikaheisetsu.xls,xls,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/kantoshinetsu/gyomu/bu_ka/kanagawa/index.html,厚生労働省,関東信越厚生局 神奈川事務所,不定期,神奈川県
120,医療,医科,19,"医療機関番号（関東信越）
医科（新潟県）",http://kouseikyoku.mhlw.go.jp/kantoshinetsu/gyomu/bu_ka/niigata/documents/05_shitei_niigata_ika.xls,xls,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/kantoshinetsu/gyomu/bu_ka/niigata/index.html,厚生労働省,関東信越厚生局 新潟事務所,不定期,新潟県
121,医療,医科,20,"医療機関番号（関東信越）
医科（山梨県）",http://kouseikyoku.mhlw.go.jp/kantoshinetsu/gyomu/bu_ka/yamanashi/documents/ko-dobetuitirannika.xls,xls,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/kantoshinetsu/gyomu/bu_ka/yamanashi/index.html,厚生労働省,関東信越厚生局 山梨事務所,不定期,山梨県
122,医療,医科,21,"医療機関番号（関東信越）
医科（長野県）",http://kouseikyoku.mhlw.go.jp/kantoshinetsu/gyomu/bu_ka/nagano/documents/shitei_nagano_ika.xls,xls,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/kantoshinetsu/gyomu/bu_ka/nagano/index.html,厚生労働省,関東信越厚生局 長野事務所,不定期,長野県
123,医療,医科,22,"医療機関番号（東海北陸）
医科（冨山県）",http://kouseikyoku.mhlw.go.jp/tokaihokuriku/gyomu/gyomu/hoken_kikan/documents/zen_ika_toyama201406.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/tokaihokuriku/gyomu/gyomu/hoken_kikan/shitei.html,厚生労働省,東海北陸厚生局　調査課,不定期,富山県
124,医療,医科,23,"医療機関番号（東海北陸）
医科（石川県）",http://kouseikyoku.mhlw.go.jp/tokaihokuriku/gyomu/gyomu/hoken_kikan/documents/zen_ika_isikawa201406.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/tokaihokuriku/gyomu/gyomu/hoken_kikan/shitei.html,厚生労働省,東海北陸厚生局　調査課,不定期,石川県
125,医療,医科,24,"医療機関番号（東海北陸）
医科（岐阜県）",http://kouseikyoku.mhlw.go.jp/tokaihokuriku/gyomu/gyomu/hoken_kikan/documents/zen_ika_gihu201406.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/tokaihokuriku/gyomu/gyomu/hoken_kikan/shitei.html,厚生労働省,東海北陸厚生局　調査課,不定期,岐阜県
126,医療,医科,25,"医療機関番号（東海北陸）
医科（静岡県）",http://kouseikyoku.mhlw.go.jp/tokaihokuriku/gyomu/gyomu/hoken_kikan/documents/zen_ika_sizuoka201406.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/tokaihokuriku/gyomu/gyomu/hoken_kikan/shitei.html,厚生労働省,東海北陸厚生局　調査課,不定期,静岡県
127,医療,医科,26,"医療機関番号（東海北陸）
医科併設（静岡県）",http://kouseikyoku.mhlw.go.jp/tokaihokuriku/gyomu/gyomu/hoken_kikan/documents/zen_ikaheisetu_sizuoka201406.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/tokaihokuriku/gyomu/gyomu/hoken_kikan/shitei.html,厚生労働省,東海北陸厚生局　調査課,不定期,静岡県
128,医療,医科,27,"医療機関番号（東海北陸）
医科（愛知県）",http://kouseikyoku.mhlw.go.jp/tokaihokuriku/gyomu/gyomu/hoken_kikan/documents/zen_ika_aiti201406.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/tokaihokuriku/gyomu/gyomu/hoken_kikan/shitei.html,厚生労働省,東海北陸厚生局　調査課,不定期,愛知県
129,医療,医科,28,"医療機関番号（東海北陸）
医科併設（愛知県）",http://kouseikyoku.mhlw.go.jp/tokaihokuriku/gyomu/gyomu/hoken_kikan/documents/zen_ikaheisetu_aiti201406.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/tokaihokuriku/gyomu/gyomu/hoken_kikan/shitei.html,厚生労働省,東海北陸厚生局　調査課,不定期,愛知県
